Model,Model Best Parameters,Total Compile Time,Total Sample Size,Compile Time Per Sample,train-accuracy_score,val-accuracy_score,test-accuracy_score,train-precision_score,val-precision_score,test-precision_score,train-recall_score,val-recall_score,test-recall_score,train-f1_score,val-f1_score,test-f1_score,train-time,val-time,test-time
Random Forest,"{'max_depth': 15, 'max_features': 5, 'min_samples_split': 5, 'n_estimators': 300}",0:01:34.709155,3000,0.03156971833333333,1.0,0.834,0.853,1.0,0.8359161271863252,0.85510447920735,1.0,0.8347754413965519,0.8557380512450496,1.0,0.8329732979209208,0.8527198771341089,3.1049333333333334e-05,4.1228e-05,4.2318000000000004e-05
